evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0051015,actin filament binding,8,InterPro2GO
IEA,GO_REF:0000002,GO:0030494,bacteriochlorophyll biosynthetic process,8,InterPro2GO
IEA,GO_REF:0000002,GO:0008271,secondary active sulfate transmembrane transporter activity,8,InterPro2GO
IEA,GO_REF:0000002,GO:0015159,polysaccharide transmembrane transporter activity,8,InterPro2GO
IEA,GO_REF:0000002,GO:0006303,double-strand break repair via nonhomologous end joining,8,InterPro2GO
IEA,GO_REF:0000002,GO:0006032,chitin catabolic process,8,InterPro2GO
IEA,GO_REF:0000002,GO:0006364,rRNA processing,8,InterPro2GO
IEA,GO_REF:0000002,GO:0016405,CoA-ligase activity,8,InterPro2GO
IEA,GO_REF:0000002,GO:1990610,acetolactate synthase regulator activity,8,InterPro2GO
IEA,GO_REF:0000002,GO:0015496,putrescine:ornithine antiporter activity,8,InterPro2GO
IEA,GO_REF:0000002,GO:0033294,ectoine binding,8,InterPro2GO
IEA,GO_REF:0000002,GO:0018909,dodecyl sulfate metabolic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0019354,siroheme biosynthetic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0019512,lactose catabolic process via tagatose-6-phosphate,7,InterPro2GO
IEA,GO_REF:0000002,GO:0009636,response to toxic substance,7,InterPro2GO
IEA,GO_REF:0000002,GO:0009030,thiamine-phosphate kinase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0019333,denitrification pathway,7,InterPro2GO
IEA,GO_REF:0000002,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0006784,heme A biosynthetic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0008734,L-aspartate oxidase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:1901023,4-hydroxyphenylacetate catabolic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0051996,squalene synthase [NAD(P)H] activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0051540,metal cluster binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0018741,linear primary-alkylsulfatase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0017150,tRNA dihydrouridine synthase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0004632,phosphopantothenate--cysteine ligase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0000105,L-histidine biosynthetic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0030674,protein-macromolecule adaptor activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0008986,"pyruvate, water dikinase activity",7,InterPro2GO
IEA,GO_REF:0000002,GO:0004930,G protein-coupled receptor activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0004363,glutathione synthase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0043709,cell adhesion involved in single-species biofilm formation,7,InterPro2GO
IEA,GO_REF:0000002,GO:0047961,glycine N-acyltransferase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0031342,negative regulation of cell killing,7,InterPro2GO
IEA,GO_REF:0000002,GO:0030600,feruloyl esterase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0007186,G protein-coupled receptor signaling pathway,7,InterPro2GO
IEA,GO_REF:0000002,GO:0051212,vanadium ion binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0008940,nitrate reductase activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0044038,cell wall macromolecule biosynthetic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0015087,cobalt ion transmembrane transporter activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",6,InterPro2GO
IEA,GO_REF:0000002,GO:0047475,phenylacetate-CoA ligase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0018493,formylmethanofuran dehydrogenase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004730,pseudouridylate synthase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0006282,regulation of DNA repair,6,InterPro2GO
IEA,GO_REF:0000002,GO:0008311,double-stranded DNA 3'-5' DNA exonuclease activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0044668,sodium:malonate symporter activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0019748,secondary metabolic process,6,InterPro2GO
IEA,GO_REF:0000002,GO:0033958,DNA-deoxyinosine glycosylase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",6,InterPro2GO
IEA,GO_REF:0000002,GO:0035091,phosphatidylinositol binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004767,sphingomyelin phosphodiesterase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004844,uracil DNA N-glycosylase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004568,chitinase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0047869,dimethylpropiothetin dethiomethylase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0051499,D-aminoacyl-tRNA deacylase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0008667,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity",6,InterPro2GO
IEA,GO_REF:0000002,GO:0031415,NatA complex,6,InterPro2GO
IEA,GO_REF:0000002,GO:0050532,2-phosphosulfolactate phosphatase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0016603,glutaminyl-peptide cyclotransferase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0042802,identical protein binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0006106,fumarate metabolic process,6,InterPro2GO
IEA,GO_REF:0000002,GO:0003909,DNA ligase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0035999,tetrahydrofolate interconversion,6,InterPro2GO
IEA,GO_REF:0000002,GO:0015377,chloride:monoatomic cation symporter activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0070395,lipoteichoic acid biosynthetic process,6,InterPro2GO
IEA,GO_REF:0000002,GO:0008915,lipid-A-disaccharide synthase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0033735,aspartate dehydrogenase [NAD(P)+] activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0046034,ATP metabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0009250,glucan biosynthetic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0004842,ubiquitin-protein transferase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0009060,aerobic respiration,5,InterPro2GO
IEA,GO_REF:0000002,GO:0051603,proteolysis involved in protein catabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0046917,triphosphoribosyl-dephospho-CoA synthase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0004808,tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0008318,protein prenyltransferase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0015288,porin activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0030416,methylamine metabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0019385,"methanogenesis, from acetate",5,InterPro2GO
IEA,GO_REF:0000002,GO:0016567,protein ubiquitination,5,InterPro2GO
IEA,GO_REF:0000002,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",5,InterPro2GO
IEA,GO_REF:0000002,GO:0050568,protein-glutamine glutaminase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0008094,"ATP-dependent activity, acting on DNA",5,InterPro2GO
IEA,GO_REF:0000002,GO:0006780,uroporphyrinogen III biosynthetic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0035251,UDP-glucosyltransferase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0043130,ubiquitin binding,5,InterPro2GO
IEA,GO_REF:0000002,GO:0047487,oligogalacturonide lyase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006783,heme biosynthetic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0015920,lipopolysaccharide transport,5,InterPro2GO
IEA,GO_REF:0000002,GO:0046654,tetrahydrofolate biosynthetic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0008017,microtubule binding,5,InterPro2GO
IEA,GO_REF:0000002,GO:0043953,protein transport by the Tat complex,5,InterPro2GO
IEA,GO_REF:0000002,GO:0015153,rhamnose transmembrane transporter activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0003756,protein disulfide isomerase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0010285,"L,L-diaminopimelate aminotransferase activity",5,InterPro2GO
IEA,GO_REF:0000002,GO:0008909,isochorismate synthase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0017183,protein histidyl modification to diphthamide,5,InterPro2GO
IEA,GO_REF:0000002,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",5,InterPro2GO
IEA,GO_REF:0000002,GO:0006974,DNA damage response,4,InterPro2GO
IEA,GO_REF:0000002,GO:0005216,monoatomic ion channel activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003858,3-hydroxybutyrate dehydrogenase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009024,tagatose-6-phosphate kinase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0031267,small GTPase binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015444,P-type magnesium transporter activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004622,phosphatidylcholine lysophospholipase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0000786,nucleosome,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003862,3-isopropylmalate dehydrogenase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0047324,phosphoenolpyruvate-glycerone phosphotransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015067,amidinotransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003682,chromatin binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0097266,"phenylacetyl-CoA 1,2-epoxidase activity",4,InterPro2GO
IEA,GO_REF:0000002,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0016192,vesicle-mediated transport,4,InterPro2GO
IEA,GO_REF:0000002,GO:0034219,carbohydrate transmembrane transport,4,InterPro2GO
IEA,GO_REF:0000002,GO:0016471,vacuolar proton-transporting V-type ATPase complex,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015756,fucose transmembrane transport,4,InterPro2GO
IEA,GO_REF:0000002,GO:0017148,negative regulation of translation,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004623,phospholipase A2 activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity",4,InterPro2GO
IEA,GO_REF:0000002,GO:0006644,phospholipid metabolic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015940,pantothenate biosynthetic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004642,phosphoribosylformylglycinamidine synthase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0016298,lipase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009062,fatty acid catabolic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0033218,amide binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0050451,CoA-disulfide reductase (NADPH) activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004180,carboxypeptidase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0006334,nucleosome assembly,4,InterPro2GO
IEA,GO_REF:0000002,GO:0035444,nickel cation transmembrane transport,4,InterPro2GO
IEA,GO_REF:0000002,GO:0043592,exosporium,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015150,fucose transmembrane transporter activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004047,aminomethyltransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0046470,phosphatidylcholine metabolic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0005952,cAMP-dependent protein kinase complex,4,InterPro2GO
IEA,GO_REF:0000002,GO:0002100,tRNA wobble adenosine to inosine editing,4,InterPro2GO
IEA,GO_REF:0000002,GO:0000723,telomere maintenance,4,InterPro2GO
IEA,GO_REF:0000002,GO:0036094,small molecule binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004829,threonine-tRNA ligase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0050482,arachidonate secretion,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0051715,cytolysis in another organism,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009044,"xylan 1,4-beta-xylosidase activity",4,InterPro2GO
IEA,GO_REF:0000002,GO:0015535,fucose:proton symporter activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008814,citrate CoA-transferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003726,double-stranded RNA adenosine deaminase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0051604,protein maturation,4,InterPro2GO
IEA,GO_REF:0000002,GO:0015267,channel activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0006741,NADP+ biosynthetic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0002943,tRNA dihydrouridine synthesis,4,InterPro2GO
IEA,GO_REF:0000002,GO:0019104,DNA N-glycosylase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009579,thylakoid,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004048,anthranilate phosphoribosyltransferase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003953,NAD+ nucleosidase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005992,trehalose biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0046174,polyol catabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008764,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042819,vitamin B6 biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004072,aspartate kinase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009052,"pentose-phosphate shunt, non-oxidative branch",3,InterPro2GO
IEA,GO_REF:0000002,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",3,InterPro2GO
IEA,GO_REF:0000002,GO:0019843,rRNA binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006064,glucuronate catabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004637,phosphoribosylamine-glycine ligase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009366,enterobactin synthetase complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008818,cobalamin 5'-phosphate synthase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",3,InterPro2GO
IEA,GO_REF:0000002,GO:0006432,phenylalanyl-tRNA aminoacylation,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019679,"propionate metabolic process, methylcitrate cycle",3,InterPro2GO
IEA,GO_REF:0000002,GO:0008927,mannonate dehydratase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity",3,InterPro2GO
IEA,GO_REF:0000002,GO:0046316,gluconokinase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0015614,ABC-type D-xylose transporter activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0033014,tetrapyrrole biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006285,"base-excision repair, AP site formation",3,InterPro2GO
IEA,GO_REF:0000002,GO:0008186,"ATP-dependent activity, acting on RNA",3,InterPro2GO
IEA,GO_REF:0000002,GO:0070204,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0044003,symbiont-mediated perturbation of host process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0062122,histone H3K37 methyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0035591,signaling adaptor activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004418,hydroxymethylbilane synthase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0031469,bacterial microcompartment,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003911,DNA ligase (NAD+) activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0000062,fatty-acyl-CoA binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019521,D-gluconate metabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0000700,mismatch base pair DNA N-glycosylase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0016763,pentosyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",3,InterPro2GO
IEA,GO_REF:0000002,GO:0010960,magnesium ion homeostasis,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009239,enterobactin biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004596,protein-N-terminal amino-acid acetyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0034220,monoatomic ion transmembrane transport,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003922,GMP synthase (glutamine-hydrolyzing) activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006233,dTDP biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008664,"RNA 2',3'-cyclic 3'-phosphodiesterase activity",3,InterPro2GO
IEA,GO_REF:0000002,GO:0022869,protein-N(PI)-phosphohistidine-lactose phosphotransferase system transporter activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006222,UMP biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005085,guanyl-nucleotide exchange factor activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003855,3-dehydroquinate dehydratase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",3,InterPro2GO
IEA,GO_REF:0000002,GO:0009312,oligosaccharide biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0046856,phosphatidylinositol dephosphorylation,3,InterPro2GO
IEA,GO_REF:0000002,GO:0051741,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",3,InterPro2GO
IEA,GO_REF:0000002,GO:0030255,protein secretion by the type IV secretion system,3,InterPro2GO
IEA,GO_REF:0000002,GO:0031151,histone H3K79 methyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004797,thymidine kinase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0048500,signal recognition particle,3,InterPro2GO
IEA,GO_REF:0000002,GO:0033609,oxalate metabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042823,pyridoxal phosphate biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0048678,response to axon injury,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008851,ethanolamine ammonia-lyase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0050032,L-rhamnonate dehydratase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0050401,xylonate dehydratase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006811,monoatomic ion transport,3,InterPro2GO
IEA,GO_REF:0000002,GO:0061809,"NAD+ nucleosidase activity, cyclic ADP-ribose generating",3,InterPro2GO
IEA,GO_REF:0000002,GO:0035598,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008251,tRNA-specific adenosine deaminase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019295,coenzyme M biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009442,allantoin assimilation pathway,3,InterPro2GO
IEA,GO_REF:0000002,GO:0015075,monoatomic ion transmembrane transporter activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0031992,energy transducer activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0034784,pivalyl-CoA mutase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0016977,chitosanase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019556,L-histidine catabolic process to glutamate and formamide,3,InterPro2GO
IEA,GO_REF:0000002,GO:0010024,phytochromobilin biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006177,GMP biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0001733,galactosylceramide sulfotransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0051266,sirohydrochlorin ferrochelatase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003979,UDP-glucose 6-dehydrogenase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",2,InterPro2GO
IEA,GO_REF:0000002,GO:0036054,protein-malonyllysine demalonylase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008479,tRNA-guanosine(34) queuine transglycosylase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006414,translational elongation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0033644,host cell membrane,2,InterPro2GO
IEA,GO_REF:0000002,GO:0031160,spore wall,2,InterPro2GO
IEA,GO_REF:0000002,GO:0047652,allantoate deiminase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004573,Glc3Man9GlcNAc2 oligosaccharide glucosidase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0072488,ammonium transmembrane transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0031411,gas vesicle,2,InterPro2GO
IEA,GO_REF:0000002,GO:0032324,molybdopterin cofactor biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0003743,translation initiation factor activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019073,viral DNA genome packaging,2,InterPro2GO
IEA,GO_REF:0000002,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008966,phosphoglucosamine mutase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004146,dihydrofolate reductase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006547,L-histidine metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006817,phosphate ion transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005940,septin ring,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006370,7-methylguanosine mRNA capping,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019076,viral release from host cell,2,InterPro2GO
IEA,GO_REF:0000002,GO:0046688,response to copper ion,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004560,alpha-L-fucosidase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008295,spermidine biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",2,InterPro2GO
IEA,GO_REF:0000002,GO:0004014,adenosylmethionine decarboxylase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019082,viral protein processing,2,InterPro2GO
IEA,GO_REF:0000002,GO:0000921,septin ring assembly,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008531,riboflavin kinase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0018480,5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0043768,S-ribosylhomocysteine lyase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006021,inositol biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0032801,receptor catabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016462,pyrophosphatase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0003720,telomerase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",2,InterPro2GO
IEA,GO_REF:0000002,GO:0043814,phospholactate guanylyltransferase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0018800,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity",2,InterPro2GO
IEA,GO_REF:0000002,GO:0016891,"RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism",2,InterPro2GO
IEA,GO_REF:0000002,GO:1990904,ribonucleoprotein complex,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006108,malate metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0009898,cytoplasmic side of plasma membrane,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005179,hormone activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",2,InterPro2GO
IEA,GO_REF:0000002,GO:0030036,actin cytoskeleton organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016032,viral process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019491,ectoine biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004751,ribose-5-phosphate isomerase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005261,monoatomic cation channel activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004358,"L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor",2,InterPro2GO
IEA,GO_REF:0000002,GO:0009103,lipopolysaccharide biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006570,tyrosine metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",2,InterPro2GO
IEA,GO_REF:0000002,GO:0008677,2-dehydropantoate 2-reductase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019619,"3,4-dihydroxybenzoate catabolic process",2,InterPro2GO
IEA,GO_REF:0000002,GO:0009432,SOS response,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004106,chorismate mutase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004298,threonine-type endopeptidase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006338,chromatin remodeling,2,InterPro2GO
